ArrayOrder:	1,	 DatasetArray:	D1A11, 	5oclock shadow: yes (43%), age: 27 (60%), arched eyebrows: no (50%), attractive: no (19%), bags under eyes: no (10%), bald: no (99%), bangs: no (79%), beard: yes (3%), big lips: no (41%), big nose: no (14%), black hair: yes (59%), blond hair: no, blurry: no (79%), brown hair: no (62%), bushy eyebrows: yes (91%), chubby: no (54%), double chin: no (81%), expression: neutral (75%), gender: male (99%), glasses: no, goatee: no (43%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (67%), mouth open: no, mustache: no (37%), narrow eyes: no (78%), oval face: yes (50%), pale skin: no (79%), pitch: -10.01, pointy nose: no (65%), race: white (98%), receding hairline: no (74%), rosy cheeks: no (98%), sideburns: no (55%), straight hair: yes (19%), wavy hair: no (79%), wearing earrings: no (74%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (3%), yaw: 1.06, young: yes (86%), chin size: extra large, color eyes: 563c2f (57%), color hair: 0e0502 (87%), color skin: 9b6140, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (87%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A31, 	5oclock shadow: yes (21%), age: 19 (60%), arched eyebrows: no (57%), attractive: no (98%), bags under eyes: yes (7%), bald: no (37%), bangs: no, beard: yes (21%), big lips: yes (20%), big nose: yes (41%), black hair: yes (98%), blond hair: no, blurry: no (42%), brown hair: no, bushy eyebrows: yes (81%), chubby: yes (32%), double chin: no (20%), expression: neutral, gender: male (99%), glasses: no, goatee: no (4%), gray hair: no (95%), heavy makeup: no (96%), high cheekbones: no (56%), mouth open: no, mustache: yes (18%), narrow eyes: no (42%), oval face: yes (7%), pale skin: no, pitch: -10.4, pointy nose: no, race: white (91%), receding hairline: no (20%), rosy cheeks: no, sideburns: no (25%), straight hair: yes (9%), wavy hair: no, wearing earrings: no (51%), wearing hat: yes (12%), wearing lipstick: no, wearing necklace: no (79%), wearing necktie: no (4%), yaw: -0.02, young: yes (25%), chin size: extra large, color background: 455c60 (0%), color beard: 7a340c (55%), color clothes middle: 613014 (4%), color eyes: 260a02 (55%), color hair: 1a0a03 (32%), color skin: c25d28, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: thick, hair color type: black (32%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: average, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A31, 	5oclock shadow: yes (41%), age: 31 (60%), arched eyebrows: no (37%), attractive: no (64%), bags under eyes: no (2%), bald: no (54%), bangs: no (90%), beard: yes (52%), big lips: yes (42%), big nose: yes (36%), black hair: yes, blond hair: no, blurry: no (85%), brown hair: no, bushy eyebrows: yes, chubby: no (14%), double chin: no (60%), expression: neutral, gender: male (96%), glasses: no, goatee: yes (27%), gray hair: no, heavy makeup: no (97%), high cheekbones: no (67%), mouth open: no (87%), mustache: yes (35%), narrow eyes: no (96%), oval face: yes (23%), pale skin: no (90%), pitch: -9.17, pointy nose: no (85%), race: asian (75%), receding hairline: no (33%), rosy cheeks: no (98%), sideburns: yes (6%), straight hair: yes (9%), wavy hair: no, wearing earrings: no (52%), wearing hat: no (19%), wearing lipstick: no, wearing necklace: no (72%), wearing necktie: no (16%), yaw: -7.74, young: yes (69%), chin size: extra small, color background: f2f9fa (3%), color beard: 554835 (66%), color eyes: 4b3f2e (57%), color hair: 282b26 (84%), color skin: 926745, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: black (84%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: average, head shape: average, head width: extra wide, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A31, 	5oclock shadow: yes (31%), age: 24 (60%), arched eyebrows: no (27%), attractive: no (83%), bags under eyes: no (24%), bald: no (34%), bangs: no, beard: yes (57%), big lips: yes (37%), big nose: yes (18%), black hair: yes (92%), blond hair: no, blurry: no (40%), brown hair: no, bushy eyebrows: yes (79%), chubby: no (18%), double chin: no (68%), expression: neutral, gender: male (86%), glasses: no, goatee: yes (39%), gray hair: no, heavy makeup: no (97%), high cheekbones: no (55%), mouth open: no (96%), mustache: yes (27%), narrow eyes: no (68%), oval face: yes (25%), pale skin: no, pitch: -9.78, pointy nose: no (86%), race: asian (50%), receding hairline: yes (11%), rosy cheeks: no, sideburns: yes (9%), straight hair: no (14%), wavy hair: no, wearing earrings: no (36%), wearing hat: no (26%), wearing lipstick: no (99%), wearing necklace: no (72%), wearing necktie: no (46%), yaw: 2.86, young: yes (76%), chin size: large, color background: f6fdfe (8%), color clothes middle: 4a371d (3%), color eyes: 433b2f (93%), color hair: 2c251a (82%), color skin: 7f4f30, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (82%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A31, 	5oclock shadow: yes (2%), age: 26 (60%), arched eyebrows: no (87%), attractive: no (29%), bags under eyes: yes (9%), bald: no (80%), bangs: no (89%), beard: no (39%), big lips: no (27%), big nose: no (5%), black hair: yes, blond hair: no, blurry: no (88%), brown hair: no (96%), bushy eyebrows: yes (75%), chubby: no (53%), double chin: no (86%), expression: neutral, gender: male (97%), glasses: no, goatee: no (76%), gray hair: no, heavy makeup: no (98%), high cheekbones: no (70%), mouth open: no (73%), mustache: no (50%), narrow eyes: no (84%), oval face: yes (18%), pale skin: no (40%), pitch: -9.42, pointy nose: no (83%), race: asian (93%), receding hairline: no (52%), rosy cheeks: no, sideburns: no (82%), straight hair: yes (84%), wavy hair: no, wearing earrings: no (86%), wearing hat: no (62%), wearing lipstick: no, wearing necklace: no, wearing necktie: yes (14%), yaw: 3.56, young: yes (73%), chin size: small, color background: 415a5a (0%), color eyes: 2c2b24 (54%), color hair: 2a241b (95%), color skin: 955b31 (57%), eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (95%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: average, head width: narrow, mouth corners: low, mouth height: extra thick, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A31, 	5oclock shadow: no (0%), age: 25 (60%), arched eyebrows: no (24%), attractive: no (73%), bags under eyes: no (28%), bald: no (14%), bangs: no, beard: no (12%), big lips: yes (30%), big nose: yes (31%), black hair: yes (91%), blond hair: no, blurry: no (94%), brown hair: no, bushy eyebrows: yes (78%), chubby: yes (16%), double chin: no (20%), expression: neutral (83%), gender: male (82%), glasses: no, goatee: no (39%), gray hair: no (88%), heavy makeup: no (97%), high cheekbones: no (36%), mouth open: no (83%), mustache: no (26%), narrow eyes: no, oval face: yes (60%), pale skin: no, pitch: -9.89, pointy nose: no (74%), race: mideast (99%), receding hairline: yes (45%), rosy cheeks: no (84%), sideburns: no (67%), straight hair: no (13%), wavy hair: no, wearing earrings: no (19%), wearing hat: no (29%), wearing lipstick: no (98%), wearing necklace: no (74%), wearing necktie: yes (5%), yaw: -0.09, young: yes (45%), chin size: average, color background: 3b4f52 (0%), color beard: 9a4412 (63%), color eyes: 2d0e04 (51%), color hair: 362112 (86%), color skin: de7529, eyebrows corners: average, eyebrows position: high, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: high, eyes shape: round, glasses rim: no, hair beard: thick, hair color type: brown (86%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A31, 	5oclock shadow: yes (14%), age: 20 (60%), arched eyebrows: no (12%), attractive: no (36%), bags under eyes: yes (2%), bald: no (51%), bangs: no, beard: yes (5%), big lips: yes (38%), big nose: yes (41%), black hair: yes, blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (15%), double chin: no (61%), expression: neutral, gender: male (97%), glasses: no, goatee: no (24%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (79%), mouth open: no (83%), mustache: no (7%), narrow eyes: no (99%), oval face: yes (39%), pale skin: no (63%), pitch: -9.99, pointy nose: no (96%), race: hispanic (87%), receding hairline: yes (9%), rosy cheeks: no, sideburns: no (45%), straight hair: yes (30%), wavy hair: no, wearing earrings: no (41%), wearing hat: no (68%), wearing lipstick: no (98%), wearing necklace: no (79%), wearing necktie: yes (9%), yaw: -5.48, young: yes (93%), chin size: average, color background: 536f70 (0%), color beard: b97350 (68%), color clothes middle: d37f4e (12%), color eyes: 5f3b2f (30%), color hair: 6c4731 (47%), color skin: f7ad85, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (47%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: average, head width: extra narrow, mouth corners: average, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A31, 	5oclock shadow: no (16%), age: 46 (60%), arched eyebrows: no (65%), attractive: no (97%), bags under eyes: no (59%), bald: yes (33%), bangs: no, beard: yes (38%), big lips: yes (35%), big nose: yes (28%), black hair: yes (0%), blond hair: no, blurry: no (34%), brown hair: no (91%), bushy eyebrows: yes (39%), chubby: yes (26%), double chin: no (31%), expression: neutral, gender: male (87%), glasses: no, goatee: yes (27%), gray hair: no (70%), heavy makeup: no (86%), high cheekbones: no (50%), mouth open: no (66%), mustache: yes (22%), narrow eyes: no (80%), oval face: yes (58%), pale skin: no (86%), pitch: -9.22, pointy nose: no, race: white (92%), receding hairline: yes (48%), rosy cheeks: no, sideburns: no (10%), straight hair: no (87%), wavy hair: no, wearing earrings: no (20%), wearing hat: yes (39%), wearing lipstick: no, wearing necklace: no (85%), wearing necktie: no (47%), yaw: 2.85, young: yes (49%), chin size: extra small, color beard: 51362b (94%), color eyes: 272120 (80%), color hair: d9aa86 (22%), color mustache: 4a322a (66%), color skin: a86e4e (88%), eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (22%), hair forehead: yes, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: heart, head width: average, mouth corners: extra low, mouth height: thick, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A32, 	5oclock shadow: yes (47%), age: 18 (60%), arched eyebrows: no (3%), attractive: no (79%), bags under eyes: no (28%), bald: no (46%), bangs: no (96%), beard: yes (45%), big lips: yes (90%), big nose: yes (61%), black hair: yes, blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: no (12%), double chin: no (54%), expression: neutral, gender: male (82%), glasses: no, goatee: yes (27%), gray hair: no, heavy makeup: no (85%), high cheekbones: no (69%), mouth open: no (70%), mustache: yes (27%), narrow eyes: no, oval face: yes (1%), pale skin: no, pitch: -9.29, pointy nose: no (60%), race: white, receding hairline: yes (2%), rosy cheeks: no (79%), sideburns: no (4%), straight hair: no (12%), wavy hair: no (98%), wearing earrings: no (16%), wearing hat: no (12%), wearing lipstick: no (87%), wearing necklace: no (36%), wearing necktie: no (36%), yaw: -10.66, young: yes (85%), chin size: large, color background: f7feff (11%), color clothes middle: 974c27 (26%), color eyes: 381209 (51%), color hair: 251511 (55%), color skin: e67f42, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (55%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: rect, head width: wide, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A32, 	5oclock shadow: yes (51%), age: 31 (60%), arched eyebrows: no (36%), attractive: no (65%), bags under eyes: yes (14%), bald: no (50%), bangs: no, beard: yes (58%), big lips: yes (14%), big nose: yes (29%), black hair: yes (62%), blond hair: no, blurry: no (45%), brown hair: no (82%), bushy eyebrows: yes (87%), chubby: no (35%), double chin: no (71%), expression: neutral, gender: male (90%), glasses: no, goatee: yes (31%), gray hair: no, heavy makeup: no, high cheekbones: no (75%), mouth open: no (99%), mustache: yes (25%), narrow eyes: yes (1%), oval face: no (16%), pale skin: no (77%), pitch: -10.06, pointy nose: no (62%), race: white (99%), receding hairline: no (21%), rosy cheeks: no, sideburns: yes (16%), straight hair: no (21%), wavy hair: no (95%), wearing earrings: no (57%), wearing hat: yes (9%), wearing lipstick: no, wearing necklace: no (85%), wearing necktie: no (40%), yaw: 0.71, young: yes (64%), chin size: extra large, color background: 405659 (0%), color beard: 594027 (53%), color clothes middle: 663e23 (20%), color eyes: 3f3425 (80%), color hair: 57472c (64%), color skin: d3a857 (81%), eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (64%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: rect, head width: extra narrow, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A32, 	5oclock shadow: yes (67%), age: 28 (60%), arched eyebrows: no (29%), attractive: no (57%), bags under eyes: no (1%), bald: no (35%), bangs: no, beard: yes (70%), big lips: yes (16%), big nose: yes (36%), black hair: yes (75%), blond hair: no, blurry: no, brown hair: no, bushy eyebrows: yes, chubby: yes (1%), double chin: no (34%), expression: neutral, gender: male (99%), glasses: no, goatee: yes (41%), gray hair: no (96%), heavy makeup: no, high cheekbones: no (75%), mouth open: no, mustache: yes (43%), narrow eyes: no, oval face: yes (32%), pale skin: no, pitch: -9.04, pointy nose: no (47%), race: white, receding hairline: no (4%), rosy cheeks: no (86%), sideburns: yes (21%), straight hair: no (5%), wavy hair: no, wearing earrings: no (56%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no (77%), wearing necktie: yes (14%), yaw: -0.24, young: yes (35%), chin size: small, color background: 486464 (0%), color clothes middle: 642c23 (4%), color eyes: 391b14 (54%), color hair: 46221b (87%), color skin: 9d4536, eyebrows corners: average, eyebrows position: average, eyebrows size: thin, eyes corners: average, eyes distance: extra far, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (87%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A32, 	5oclock shadow: yes (29%), age: 18 (60%), arched eyebrows: no (46%), attractive: no (86%), bags under eyes: no (14%), bald: yes (35%), bangs: no, beard: yes (63%), big lips: yes (45%), big nose: yes (55%), black hair: yes (40%), blond hair: no, blurry: no (87%), brown hair: no, bushy eyebrows: yes (24%), chubby: yes (21%), double chin: no (20%), expression: neutral, gender: male, glasses: no, goatee: yes (37%), gray hair: no (56%), heavy makeup: no (96%), high cheekbones: no (72%), mouth open: no (87%), mustache: yes (43%), narrow eyes: no, oval face: yes (28%), pale skin: no (58%), pitch: -9.47, pointy nose: no (66%), race: white, receding hairline: yes (54%), rosy cheeks: no (96%), sideburns: yes (8%), straight hair: no (53%), wavy hair: no, wearing earrings: no (51%), wearing hat: no (11%), wearing lipstick: no (99%), wearing necklace: no (79%), wearing necktie: yes (4%), yaw: -0.42, young: yes (8%), chin size: extra small, color background: 324545 (0%), color eyes: 491b0a (33%), color hair: 9b623d (37%), color skin: f39b65, eyebrows corners: low, eyebrows position: extra high, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: high, eyes shape: round, glasses rim: no, hair beard: none, hair color type: red (37%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: average, head width: average, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A32, 	5oclock shadow: yes (2%), age: 36 (60%), arched eyebrows: no (40%), attractive: no (90%), bags under eyes: yes (50%), bald: yes (16%), bangs: no, beard: yes (17%), big lips: yes (1%), big nose: yes (53%), black hair: yes (14%), blond hair: no, blurry: no (73%), brown hair: no (93%), bushy eyebrows: yes (66%), chubby: yes (42%), double chin: yes (6%), expression: neutral (98%), gender: male (96%), glasses: no, goatee: no (15%), gray hair: no (36%), heavy makeup: no, high cheekbones: no (48%), mouth open: no, mustache: yes (7%), narrow eyes: no (8%), oval face: yes (29%), pale skin: no (70%), pitch: -10.4, pointy nose: no (97%), race: white, receding hairline: yes (30%), rosy cheeks: no, sideburns: no (34%), straight hair: no (39%), wavy hair: no, wearing earrings: no (55%), wearing hat: yes (3%), wearing lipstick: no, wearing necklace: no, wearing necktie: yes (28%), yaw: -4.18, young: no (13%), chin size: extra large, color background: 344649 (0%), color clothes middle: 876b29 (6%), color eyes: 7d5a24 (24%), color hair: 74681c (45%), color skin: d5a44a, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: blond (45%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A32, 	5oclock shadow: no (48%), age: 27 (60%), arched eyebrows: no (88%), attractive: no (71%), bags under eyes: no (50%), bald: no (54%), bangs: no, beard: no (59%), big lips: no (39%), big nose: no (60%), black hair: yes (45%), blond hair: no (81%), blurry: yes (16%), brown hair: no (61%), bushy eyebrows: no (40%), chubby: no (63%), double chin: no (97%), expression: neutral (99%), gender: female (2%), glasses: no, goatee: no (83%), gray hair: no (98%), heavy makeup: no, high cheekbones: no (56%), mouth open: no (80%), mustache: no (83%), narrow eyes: no (65%), oval face: yes (24%), pale skin: no (80%), pitch: -9.11, pointy nose: no (70%), race: white, receding hairline: yes (24%), rosy cheeks: no, sideburns: no, straight hair: yes (27%), wavy hair: no, wearing earrings: no (25%), wearing hat: no (46%), wearing lipstick: no (97%), wearing necklace: no (71%), wearing necktie: no (76%), yaw: 7.34, young: yes (62%), chin size: large, color background: 3a4e51 (0%), color beard: 7b523b (56%), color clothes middle: 784e38 (22%), color eyes: 544036 (53%), color hair: 664b39 (47%), color skin: c89081, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown light (47%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A32, 	5oclock shadow: yes (42%), age: 34 (60%), arched eyebrows: no (70%), attractive: no (74%), bags under eyes: yes (9%), bald: no (40%), bangs: no, beard: yes (35%), big lips: yes (12%), big nose: yes (33%), black hair: yes (82%), blond hair: no, blurry: no (82%), brown hair: no, bushy eyebrows: yes (85%), chubby: no (7%), double chin: no (47%), expression: neutral, gender: male, glasses: no, goatee: no (2%), gray hair: no (90%), heavy makeup: no, high cheekbones: no (75%), mouth open: no, mustache: yes (17%), narrow eyes: no (98%), oval face: yes (2%), pale skin: no (85%), pitch: -10.17, pointy nose: no (77%), race: black (56%), receding hairline: no (34%), rosy cheeks: no, sideburns: no (19%), straight hair: yes (10%), wavy hair: no, wearing earrings: no (70%), wearing hat: no (2%), wearing lipstick: no, wearing necklace: no (85%), wearing necktie: yes (7%), yaw: -0.16, young: yes (31%), chin size: extra large, color background: 2d3d3f (0%), color beard: a67237 (84%), color clothes middle: af5f31 (19%), color eyes: 44392b (44%), color hair: 4e3c24 (51%), color skin: f5db72, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (51%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: average, head width: narrow, mouth corners: low, mouth height: average, mouth width: small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A33, 	5oclock shadow: yes (51%), age: 27 (60%), arched eyebrows: no (51%), attractive: no (94%), bags under eyes: no (42%), bald: yes (27%), bangs: no, beard: yes (99%), big lips: yes (2%), big nose: yes (22%), black hair: yes (10%), blond hair: no, blurry: no (26%), brown hair: no (92%), bushy eyebrows: yes (45%), chubby: yes (23%), double chin: no (28%), expression: neutral, gender: male, glasses: no, goatee: yes (91%), gray hair: no (67%), heavy makeup: no (93%), high cheekbones: no (69%), mouth open: no (73%), mustache: yes (74%), narrow eyes: no (58%), oval face: yes (30%), pale skin: no, pitch: -8.62, pointy nose: no (73%), race: white, receding hairline: yes (33%), rosy cheeks: no (91%), sideburns: yes (65%), straight hair: no (58%), wavy hair: no, wearing earrings: no (41%), wearing hat: yes (23%), wearing lipstick: no, wearing necklace: no (84%), wearing necktie: no (28%), yaw: 0.58, young: yes (14%), chin size: extra small, color beard: 7c5134 (62%), color clothes middle: a25e37 (8%), color eyes: 492b19 (83%), color hair: 91754a (49%), color skin: d8884c, eyebrows corners: extra low, eyebrows position: average, eyebrows size: extra thin, eyes corners: average, eyes distance: close, eyes position: low, eyes shape: round, glasses rim: no, hair beard: thick, hair color type: blond (49%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: very short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A33, 	5oclock shadow: yes (14%), age: 50 (60%), arched eyebrows: no (90%), attractive: no (99%), bags under eyes: no (74%), bald: yes (14%), bangs: no, beard: yes (56%), big lips: no (13%), big nose: yes (1%), black hair: no (32%), blond hair: no, blurry: yes (3%), brown hair: no (72%), bushy eyebrows: yes (19%), chubby: yes (6%), double chin: no (46%), expression: neutral (96%), gender: male (95%), glasses: no, goatee: yes (40%), gray hair: no (62%), heavy makeup: no (92%), high cheekbones: no (62%), mouth open: no (56%), mustache: yes (30%), narrow eyes: no (60%), oval face: yes (33%), pale skin: no, pitch: -8.9, pointy nose: no, race: white, receding hairline: yes (8%), rosy cheeks: no (97%), sideburns: yes (11%), straight hair: no (65%), wavy hair: no, wearing earrings: no (41%), wearing hat: yes (65%), wearing lipstick: no, wearing necklace: no (86%), wearing necktie: no (56%), yaw: 0.54, young: yes (36%), chin size: extra large, color beard: 653e35 (92%), color clothes middle: fef4ee (22%), color eyes: 2f2424 (87%), color hair: ebb28c (29%), color mustache: 5c3730 (66%), color skin: b16a53 (77%), eyebrows corners: extra low, eyebrows position: low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (29%), hair forehead: yes, hair length: none, hair mustache: thick, hair sides: very thin, hair top: very short, head shape: average, head width: narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A33, 	5oclock shadow: no (4%), age: 40 (60%), arched eyebrows: no, attractive: no (90%), bags under eyes: no (48%), bald: yes (34%), bangs: no, beard: yes (55%), big lips: no (11%), big nose: yes (37%), black hair: no (26%), blond hair: no, blurry: no (2%), brown hair: no (94%), bushy eyebrows: no (59%), chubby: yes (40%), double chin: no (10%), expression: neutral, gender: male (91%), glasses: no (99%), goatee: yes (38%), gray hair: no (18%), heavy makeup: no (84%), high cheekbones: no (70%), mouth open: no (78%), mustache: yes (44%), narrow eyes: no (58%), oval face: no (7%), pale skin: no (73%), pitch: -8.1, pointy nose: no (88%), race: white, receding hairline: yes (17%), rosy cheeks: no (90%), sideburns: yes (18%), straight hair: no (46%), wavy hair: no, wearing earrings: no (63%), wearing hat: yes (42%), wearing lipstick: no (96%), wearing necklace: no (78%), wearing necktie: no (21%), yaw: -10.9, young: no (30%), chin size: extra large, color beard: 674940 (90%), color eyes: 332926 (89%), color hair: f1feff (22%), color mustache: 74493c (55%), color skin: dfaa83 (74%), eyebrows corners: extra low, eyebrows position: low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (22%), hair forehead: no, hair length: none, hair mustache: thick, hair sides: very thin, hair top: short, head shape: average, head width: average, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A33, 	5oclock shadow: yes (51%), age: 32 (60%), arched eyebrows: no (49%), attractive: no (77%), bags under eyes: no (4%), bald: yes (25%), bangs: no, beard: yes (94%), big lips: yes (29%), big nose: yes (46%), black hair: yes (12%), blond hair: no, blurry: no (86%), brown hair: no, bushy eyebrows: yes (77%), chubby: yes (25%), double chin: no (25%), expression: neutral, gender: male, glasses: no, goatee: yes (80%), gray hair: no (64%), heavy makeup: no (98%), high cheekbones: no (70%), mouth open: no (84%), mustache: yes (71%), narrow eyes: no, oval face: yes (41%), pale skin: no (86%), pitch: -9.89, pointy nose: no (86%), race: hispanic (62%), receding hairline: yes (7%), rosy cheeks: no (99%), sideburns: yes (54%), straight hair: no (62%), wavy hair: no, wearing earrings: no (52%), wearing hat: yes (35%), wearing lipstick: no, wearing necklace: no (87%), wearing necktie: no (4%), yaw: 2.87, young: yes (19%), chin size: extra large, color background: 435a5e (0%), color beard: 735d21 (54%), color clothes middle: fbf5eb (16%), color eyes: 866d48 (19%), color hair: 3c4317 (49%), color skin: ba924d, eyebrows corners: extra low, eyebrows position: high, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: high, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (49%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: very short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
